primary_key,id_estacao,acumulado_chuva_15_min,acumulado_chuva_1_h,acumulado_chuva_4_h,acumulado_chuva_24_h,acumulado_chuva_96_h,horario,data_particao
31_2024-03-22 05:10:00,31,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
31_2024-03-22 04:55:00,31,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
31_2024-03-22 04:35:00,31,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
31_2024-03-22 04:15:00,31,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
31_2024-03-22 03:55:00,31,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
31_2024-03-22 03:25:00,31,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
31_2024-03-22 03:10:00,31,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
31_2024-03-22 02:50:00,31,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
31_2024-03-22 02:40:00,31,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
31_2024-03-22 02:25:00,31,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
31_2024-03-22 02:15:00,31,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
31_2024-03-22 01:55:00,31,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
31_2024-03-22 01:45:00,31,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
31_2024-03-22 01:20:00,31,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
31_2024-03-22 01:10:00,31,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
31_2024-03-22 00:55:00,31,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
31_2024-03-22 00:45:00,31,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
31_2024-03-22 00:25:00,31,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
31_2024-03-22 00:15:00,31,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
31_2024-03-22 03:45:00,31,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
31_2024-03-22 04:25:00,31,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
32_2024-03-22 11:10:00,32,0.0,0.0,0.0,0.0,0.0,11:10:00,2024-03-22
32_2024-03-22 10:55:00,32,0.0,0.0,0.0,0.0,0.0,10:55:00,2024-03-22
32_2024-03-22 10:45:00,32,0.0,0.0,0.0,0.0,0.0,10:45:00,2024-03-22
32_2024-03-22 10:25:00,32,0.0,0.0,0.0,0.0,0.0,10:25:00,2024-03-22
32_2024-03-22 10:15:00,32,0.0,0.0,0.0,0.0,0.0,10:15:00,2024-03-22
32_2024-03-22 09:55:00,32,0.0,0.0,0.0,0.0,0.0,09:55:00,2024-03-22
32_2024-03-22 09:40:00,32,0.0,0.0,0.0,0.0,0.0,09:40:00,2024-03-22
32_2024-03-22 09:20:00,32,0.0,0.0,0.0,0.0,0.0,09:20:00,2024-03-22
32_2024-03-22 09:10:00,32,0.0,0.0,0.0,0.0,0.0,09:10:00,2024-03-22
32_2024-03-22 08:55:00,32,0.0,0.0,0.0,0.0,0.0,08:55:00,2024-03-22
32_2024-03-22 08:45:00,32,0.0,0.0,0.0,0.0,0.0,08:45:00,2024-03-22
32_2024-03-22 08:25:00,32,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
32_2024-03-22 08:15:00,32,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
32_2024-03-22 07:50:00,32,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
32_2024-03-22 07:40:00,32,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
32_2024-03-22 07:25:00,32,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
32_2024-03-22 07:05:00,32,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
32_2024-03-22 06:55:00,32,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
32_2024-03-22 06:45:00,32,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
32_2024-03-22 06:35:00,32,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
32_2024-03-22 06:15:00,32,0.0,0.0,0.0,0.0,0.0,06:15:00,2024-03-22
32_2024-03-22 05:50:00,32,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
32_2024-03-22 05:40:00,32,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
32_2024-03-22 05:30:00,32,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
32_2024-03-22 05:10:00,32,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
32_2024-03-22 04:55:00,32,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
32_2024-03-22 04:35:00,32,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
32_2024-03-22 04:15:00,32,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
32_2024-03-22 03:55:00,32,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
32_2024-03-22 03:45:00,32,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
32_2024-03-22 03:25:00,32,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
32_2024-03-22 03:10:00,32,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
32_2024-03-22 02:50:00,32,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
32_2024-03-22 02:25:00,32,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
32_2024-03-22 02:15:00,32,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
32_2024-03-22 01:55:00,32,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
32_2024-03-22 01:45:00,32,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
32_2024-03-22 01:20:00,32,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
32_2024-03-22 01:10:00,32,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
32_2024-03-22 00:55:00,32,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
32_2024-03-22 00:45:00,32,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
32_2024-03-22 00:25:00,32,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
32_2024-03-22 00:15:00,32,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
32_2024-03-22 02:40:00,32,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
32_2024-03-22 04:25:00,32,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
33_2024-03-22 08:45:00,33,0.0,0.0,0.0,0.0,0.0,08:45:00,2024-03-22
33_2024-03-22 08:25:00,33,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
33_2024-03-22 08:15:00,33,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
33_2024-03-22 07:50:00,33,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
33_2024-03-22 07:40:00,33,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
33_2024-03-22 07:25:00,33,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
33_2024-03-22 07:05:00,33,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
33_2024-03-22 06:55:00,33,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
33_2024-03-22 06:45:00,33,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
33_2024-03-22 06:35:00,33,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
33_2024-03-22 06:15:00,33,0.0,0.0,0.0,0.0,0.0,06:15:00,2024-03-22
33_2024-03-22 05:50:00,33,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
33_2024-03-22 05:40:00,33,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
33_2024-03-22 05:30:00,33,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
33_2024-03-22 05:10:00,33,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
33_2024-03-22 04:55:00,33,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
33_2024-03-22 04:35:00,33,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
33_2024-03-22 04:25:00,33,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
33_2024-03-22 04:15:00,33,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
33_2024-03-22 03:55:00,33,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
33_2024-03-22 03:25:00,33,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
33_2024-03-22 03:10:00,33,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
33_2024-03-22 02:50:00,33,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
33_2024-03-22 02:40:00,33,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
33_2024-03-22 02:25:00,33,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
33_2024-03-22 02:15:00,33,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
33_2024-03-22 01:55:00,33,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
33_2024-03-22 01:45:00,33,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
33_2024-03-22 01:20:00,33,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
33_2024-03-22 01:10:00,33,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
33_2024-03-22 00:55:00,33,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
33_2024-03-22 00:45:00,33,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
33_2024-03-22 00:25:00,33,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
33_2024-03-22 00:15:00,33,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
33_2024-03-22 03:45:00,33,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
45_2024-03-22 08:45:00,45,0.0,0.0,0.0,0.0,1.2,08:45:00,2024-03-22
45_2024-03-22 08:15:00,45,0.0,0.0,0.0,0.0,1.2,08:15:00,2024-03-22
45_2024-03-22 08:25:00,45,0.0,0.0,0.0,0.0,1.2,08:25:00,2024-03-22
45_2024-03-22 07:50:00,45,0.0,0.0,0.0,0.0,1.2,07:50:00,2024-03-22
45_2024-03-22 07:40:00,45,0.0,0.0,0.0,0.0,1.2,07:40:00,2024-03-22
45_2024-03-22 07:25:00,45,0.0,0.0,0.0,0.0,1.2,07:25:00,2024-03-22
45_2024-03-22 07:05:00,45,0.0,0.0,0.0,0.0,1.2,07:05:00,2024-03-22
45_2024-03-22 06:55:00,45,0.0,0.0,0.0,0.0,1.2,06:55:00,2024-03-22
45_2024-03-22 06:45:00,45,0.0,0.0,0.0,0.0,1.2,06:45:00,2024-03-22
45_2024-03-22 06:35:00,45,0.0,0.0,0.0,0.0,1.2,06:35:00,2024-03-22
45_2024-03-22 06:15:00,45,0.0,0.0,0.0,0.0,1.2,06:15:00,2024-03-22
45_2024-03-22 05:50:00,45,0.0,0.0,0.0,0.0,1.2,05:50:00,2024-03-22
45_2024-03-22 05:40:00,45,0.0,0.0,0.0,0.0,1.2,05:40:00,2024-03-22
45_2024-03-22 05:30:00,45,0.0,0.0,0.0,0.0,1.2,05:30:00,2024-03-22
45_2024-03-22 05:10:00,45,0.0,0.0,0.0,0.0,1.2,05:10:00,2024-03-22
45_2024-03-22 04:55:00,45,0.0,0.0,0.0,0.0,1.2,04:55:00,2024-03-22
45_2024-03-22 04:35:00,45,0.0,0.0,0.0,0.0,1.2,04:35:00,2024-03-22
45_2024-03-22 04:25:00,45,0.0,0.0,0.0,0.0,1.2,04:25:00,2024-03-22
45_2024-03-22 04:15:00,45,0.0,0.0,0.0,0.0,1.2,04:15:00,2024-03-22
45_2024-03-22 03:55:00,45,0.0,0.0,0.0,0.0,1.2,03:55:00,2024-03-22
45_2024-03-22 03:25:00,45,0.0,0.0,0.0,0.0,1.2,03:25:00,2024-03-22
45_2024-03-22 03:10:00,45,0.0,0.0,0.0,0.0,1.2,03:10:00,2024-03-22
45_2024-03-22 02:50:00,45,0.0,0.0,0.0,0.0,1.2,02:50:00,2024-03-22
45_2024-03-22 02:40:00,45,0.0,0.0,0.0,0.0,1.2,02:40:00,2024-03-22
45_2024-03-22 02:25:00,45,0.0,0.0,0.0,0.0,1.2,02:25:00,2024-03-22
45_2024-03-22 02:15:00,45,0.0,0.0,0.0,0.0,1.2,02:15:00,2024-03-22
45_2024-03-22 01:55:00,45,0.0,0.0,0.0,0.0,1.2,01:55:00,2024-03-22
45_2024-03-22 01:45:00,45,0.0,0.0,0.0,0.0,1.2,01:45:00,2024-03-22
45_2024-03-22 01:20:00,45,0.0,0.0,0.0,0.0,1.2,01:20:00,2024-03-22
45_2024-03-22 01:10:00,45,0.0,0.0,0.0,0.0,1.2,01:10:00,2024-03-22
45_2024-03-22 00:55:00,45,0.0,0.0,0.0,0.0,1.2,00:55:00,2024-03-22
45_2024-03-22 00:45:00,45,0.0,0.0,0.0,0.0,1.2,00:45:00,2024-03-22
45_2024-03-22 00:25:00,45,0.0,0.0,0.0,0.0,1.2,00:25:00,2024-03-22
45_2024-03-22 00:15:00,45,0.0,0.0,0.0,0.0,1.2,00:15:00,2024-03-22
45_2024-03-22 03:45:00,45,0.0,0.0,0.0,0.0,1.2,03:45:00,2024-03-22
46_2024-03-22 09:05:00,46,0.0,0.0,0.0,0.0,0.0,09:05:00,2024-03-22
46_2024-03-22 08:55:00,46,0.0,0.0,0.0,0.0,0.0,08:55:00,2024-03-22
46_2024-03-22 08:45:00,46,0.0,0.0,0.0,0.0,0.0,08:45:00,2024-03-22
46_2024-03-22 08:15:00,46,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
46_2024-03-22 08:25:00,46,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
46_2024-03-22 07:50:00,46,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
46_2024-03-22 07:40:00,46,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
46_2024-03-22 07:25:00,46,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
46_2024-03-22 07:05:00,46,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
46_2024-03-22 06:55:00,46,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
46_2024-03-22 06:45:00,46,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
46_2024-03-22 06:35:00,46,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
46_2024-03-22 06:15:00,46,0.0,0.0,0.0,0.0,0.0,06:15:00,2024-03-22
46_2024-03-22 05:50:00,46,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
46_2024-03-22 05:40:00,46,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
46_2024-03-22 05:30:00,46,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
46_2024-03-22 05:10:00,46,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
46_2024-03-22 04:55:00,46,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
46_2024-03-22 04:35:00,46,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
46_2024-03-22 04:25:00,46,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
46_2024-03-22 04:15:00,46,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
46_2024-03-22 03:55:00,46,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
46_2024-03-22 03:25:00,46,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
46_2024-03-22 03:10:00,46,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
46_2024-03-22 02:50:00,46,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
46_2024-03-22 02:40:00,46,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
46_2024-03-22 02:25:00,46,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
46_2024-03-22 02:15:00,46,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
46_2024-03-22 01:55:00,46,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
46_2024-03-22 01:45:00,46,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
46_2024-03-22 01:20:00,46,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
46_2024-03-22 01:10:00,46,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
46_2024-03-22 00:55:00,46,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
46_2024-03-22 00:45:00,46,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
46_2024-03-22 00:25:00,46,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
46_2024-03-22 00:15:00,46,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
46_2024-03-22 03:45:00,46,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
50_2024-03-22 08:15:00,50,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
50_2024-03-22 08:25:00,50,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
50_2024-03-22 07:50:00,50,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
50_2024-03-22 07:40:00,50,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
50_2024-03-22 07:25:00,50,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
50_2024-03-22 07:05:00,50,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
50_2024-03-22 06:55:00,50,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
50_2024-03-22 06:45:00,50,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
50_2024-03-22 06:35:00,50,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
50_2024-03-22 06:15:00,50,0.0,0.0,0.0,0.0,0.0,06:15:00,2024-03-22
50_2024-03-22 05:50:00,50,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
50_2024-03-22 05:40:00,50,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
50_2024-03-22 05:30:00,50,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
50_2024-03-22 05:10:00,50,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
50_2024-03-22 04:55:00,50,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
50_2024-03-22 04:35:00,50,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
50_2024-03-22 04:15:00,50,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
50_2024-03-22 03:55:00,50,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
50_2024-03-22 03:45:00,50,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
50_2024-03-22 03:25:00,50,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
50_2024-03-22 03:10:00,50,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
50_2024-03-22 02:50:00,50,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
50_2024-03-22 02:40:00,50,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
50_2024-03-22 02:25:00,50,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
50_2024-03-22 02:15:00,50,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
50_2024-03-22 01:55:00,50,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
50_2024-03-22 01:45:00,50,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
50_2024-03-22 01:20:00,50,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
50_2024-03-22 01:10:00,50,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
50_2024-03-22 00:55:00,50,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
50_2024-03-22 00:45:00,50,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
50_2024-03-22 00:25:00,50,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
50_2024-03-22 00:15:00,50,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
50_2024-03-22 04:25:00,50,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
54_2024-03-22 08:55:00,54,0.0,0.0,0.0,0.0,0.0,08:55:00,2024-03-22
54_2024-03-22 08:45:00,54,0.0,0.0,0.0,0.0,0.0,08:45:00,2024-03-22
54_2024-03-22 08:15:00,54,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
54_2024-03-22 08:25:00,54,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
54_2024-03-22 07:50:00,54,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
54_2024-03-22 07:40:00,54,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
54_2024-03-22 07:25:00,54,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
54_2024-03-22 07:05:00,54,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
54_2024-03-22 06:55:00,54,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
54_2024-03-22 06:45:00,54,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
54_2024-03-22 06:35:00,54,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
54_2024-03-22 06:15:00,54,0.0,0.0,0.0,0.0,0.0,06:15:00,2024-03-22
54_2024-03-22 05:50:00,54,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
54_2024-03-22 05:40:00,54,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
54_2024-03-22 05:30:00,54,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
54_2024-03-22 04:55:00,54,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
54_2024-03-22 04:35:00,54,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
54_2024-03-22 04:15:00,54,0.0,0.0,0.0,0.0,0.0,04:15:00,2024-03-22
54_2024-03-22 03:55:00,54,0.0,0.0,0.0,0.0,0.0,03:55:00,2024-03-22
54_2024-03-22 03:45:00,54,0.0,0.0,0.0,0.0,0.0,03:45:00,2024-03-22
54_2024-03-22 03:25:00,54,0.0,0.0,0.0,0.0,0.0,03:25:00,2024-03-22
54_2024-03-22 03:10:00,54,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
54_2024-03-22 02:50:00,54,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
54_2024-03-22 02:40:00,54,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
54_2024-03-22 02:25:00,54,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
54_2024-03-22 02:15:00,54,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
54_2024-03-22 01:55:00,54,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
54_2024-03-22 01:45:00,54,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
54_2024-03-22 01:20:00,54,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
54_2024-03-22 01:10:00,54,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
54_2024-03-22 00:55:00,54,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
54_2024-03-22 00:45:00,54,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
54_2024-03-22 00:25:00,54,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
54_2024-03-22 00:15:00,54,0.0,0.0,0.0,0.0,0.0,00:15:00,2024-03-22
54_2024-03-22 04:25:00,54,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
54_2024-03-22 05:10:00,54,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
56_2024-03-22 08:15:00,56,0.0,0.0,0.0,0.0,0.0,08:15:00,2024-03-22
56_2024-03-22 07:50:00,56,0.0,0.0,0.0,0.0,0.0,07:50:00,2024-03-22
56_2024-03-22 07:40:00,56,0.0,0.0,0.0,0.0,0.0,07:40:00,2024-03-22
56_2024-03-22 07:25:00,56,0.0,0.0,0.0,0.0,0.0,07:25:00,2024-03-22
56_2024-03-22 07:05:00,56,0.0,0.0,0.0,0.0,0.0,07:05:00,2024-03-22
56_2024-03-22 06:55:00,56,0.0,0.0,0.0,0.0,0.0,06:55:00,2024-03-22
56_2024-03-22 06:45:00,56,0.0,0.0,0.0,0.0,0.0,06:45:00,2024-03-22
56_2024-03-22 06:35:00,56,0.0,0.0,0.0,0.0,0.0,06:35:00,2024-03-22
56_2024-03-22 06:10:00,56,0.0,0.0,0.0,0.0,0.0,06:10:00,2024-03-22
56_2024-03-22 05:50:00,56,0.0,0.0,0.0,0.0,0.0,05:50:00,2024-03-22
56_2024-03-22 05:40:00,56,0.0,0.0,0.0,0.0,0.0,05:40:00,2024-03-22
56_2024-03-22 05:30:00,56,0.0,0.0,0.0,0.0,0.0,05:30:00,2024-03-22
56_2024-03-22 04:55:00,56,0.0,0.0,0.0,0.0,0.0,04:55:00,2024-03-22
56_2024-03-22 04:35:00,56,0.0,0.0,0.0,0.0,0.0,04:35:00,2024-03-22
56_2024-03-22 04:10:00,56,0.0,0.0,0.0,0.0,0.0,04:10:00,2024-03-22
56_2024-03-22 03:50:00,56,0.0,0.0,0.0,0.0,0.0,03:50:00,2024-03-22
56_2024-03-22 03:40:00,56,0.0,0.0,0.0,0.0,0.0,03:40:00,2024-03-22
56_2024-03-22 03:20:00,56,0.0,0.0,0.0,0.0,0.0,03:20:00,2024-03-22
56_2024-03-22 03:10:00,56,0.0,0.0,0.0,0.0,0.0,03:10:00,2024-03-22
56_2024-03-22 02:50:00,56,0.0,0.0,0.0,0.0,0.0,02:50:00,2024-03-22
56_2024-03-22 02:40:00,56,0.0,0.0,0.0,0.0,0.0,02:40:00,2024-03-22
56_2024-03-22 02:25:00,56,0.0,0.0,0.0,0.0,0.0,02:25:00,2024-03-22
56_2024-03-22 02:15:00,56,0.0,0.0,0.0,0.0,0.0,02:15:00,2024-03-22
56_2024-03-22 01:55:00,56,0.0,0.0,0.0,0.0,0.0,01:55:00,2024-03-22
56_2024-03-22 01:45:00,56,0.0,0.0,0.0,0.0,0.0,01:45:00,2024-03-22
56_2024-03-22 01:20:00,56,0.0,0.0,0.0,0.0,0.0,01:20:00,2024-03-22
56_2024-03-22 01:10:00,56,0.0,0.0,0.0,0.0,0.0,01:10:00,2024-03-22
56_2024-03-22 00:55:00,56,0.0,0.0,0.0,0.0,0.0,00:55:00,2024-03-22
56_2024-03-22 00:45:00,56,0.0,0.0,0.0,0.0,0.0,00:45:00,2024-03-22
56_2024-03-22 00:25:00,56,0.0,0.0,0.0,0.0,0.0,00:25:00,2024-03-22
56_2024-03-22 00:10:00,56,0.0,0.0,0.0,0.0,0.0,00:10:00,2024-03-22
56_2024-03-22 04:25:00,56,0.0,0.0,0.0,0.0,0.0,04:25:00,2024-03-22
56_2024-03-22 05:10:00,56,0.0,0.0,0.0,0.0,0.0,05:10:00,2024-03-22
56_2024-03-22 08:25:00,56,0.0,0.0,0.0,0.0,0.0,08:25:00,2024-03-22
58_2024-03-22 14:20:00,58,0.0,,0.0,0.0,0.0,14:20:00,2024-03-22
